Title,Runtime,User Rating,Metascore,Votes,Imdb Gross,Genre
Power Rangers,124 min,5.9,44        ,105130,"85,364,450",Action
Brother Bear,85 min,6.8,48        ,103471,"85,336,277",Animation
Anchorman: The Legend of Ron Burgundy,94 min,7.2,63        ,341268,"85,288,303",Comedy            
Open Season,86 min,6.1,49        ,91449,"85,105,259",Animation
Green Book,130 min,8.2,69        ,431179,"85,080,171",Biography
The Expendables 2,103 min,6.6,51        ,299634,"85,017,401",Action
Paranormal Activity 2,91 min,5.7,53        ,101450,"84,752,907",Horror
Tammy,97 min,4.9,39        ,50274,"84,525,432",Comedy
The Santa Clause 3: The Escape Clause,92 min,4.8,32        ,35023,"84,500,122",Adventure
Ferdinand,108 min,6.8,58        ,53041,"84,410,380",Animation
Dolphins,39 min,7.2,X,497,"84,400,000",Documentary
"Crazy, Stupid, Love.",118 min,7.4,68        ,493678,"84,351,197",Comedy
Annabelle,99 min,5.4,37        ,150917,"84,273,813",Horror
Scooby-Doo 2: Monsters Unleashed,93 min,5.1,34        ,53750,"84,216,833",Adventure
Birds of Prey,109 min,6.1,60        ,212026,"84,158,461",Action
Atlantis: The Lost Empire,95 min,6.9,52        ,111738,"84,052,762",Animation
The Other Woman,109 min,6.0,39        ,135515,"83,911,193",Comedy
Up in the Air,109 min,7.4,83        ,327054,"83,823,381",Comedy
Wrath of the Titans,99 min,5.7,37        ,185594,"83,670,083",Action
Insidious: Chapter 2,106 min,6.6,40        ,163353,"83,586,447",Horror
Battle Los Angeles,116 min,5.7,37        ,177495,"83,552,429",Action
Immortals,110 min,6.0,46        ,164791,"83,504,017",Action
I Can Only Imagine,110 min,7.4,30        ,15457,"83,482,352",Biography
Penguins of Madagascar,92 min,6.7,53        ,85281,"83,348,920",Animation
Saving Mr. Banks,125 min,7.5,65        ,156996,"83,301,580",Biography
Smallfoot,96 min,6.6,60        ,37121,"83,240,103",Animation
Valkyrie,121 min,7.1,56        ,235469,"83,077,833",Drama
Brokeback Mountain,134 min,7.7,87        ,339800,"83,043,761",Drama
Turbo,96 min,6.4,58        ,90734,"83,028,128",Animation
Charlotte's Web,97 min,6.3,68        ,39792,"82,985,708",Adventure
Monster-in-Law,101 min,5.6,31        ,58959,"82,931,301",Comedy
Are We There Yet?,95 min,4.7,27        ,31020,"82,674,398",Adventure
Freddy vs. Jason,97 min,5.7,37        ,115276,"82,622,655",Action
The Descendants,115 min,7.3,84        ,237180,"82,584,160",Comedy
Cheaper by the Dozen 2,94 min,5.5,34        ,56966,"82,571,173",Adventure
Let's Be Cops,104 min,6.4,30        ,130789,"82,390,774",Action
Blade II,117 min,6.7,52        ,208321,"82,348,319",Action
Bridge to Terabithia,96 min,7.2,74        ,149624,"82,272,442",Drama
The Pink Panther,93 min,5.7,38        ,84308,"82,226,474",Adventure
Beowulf,115 min,6.2,59        ,165230,"82,161,969",Animation
Teenage Mutant Ninja Turtles: Out of the Shadows,112 min,6.0,40        ,88507,"82,051,601",Action
The Post,116 min,7.2,83        ,143995,"81,903,458",Drama            
Maze Runner: The Scorch Trials,131 min,6.3,43        ,235319,"81,697,192",Action
Eight Below,120 min,7.3,64        ,63209,"81,612,565",Adventure
Unstoppable,98 min,6.8,69        ,191619,"81,562,942",Action
Ted 2,115 min,6.3,48        ,195802,"81,476,385",Comedy            
School of Rock,109 min,7.1,82        ,292389,"81,261,177",Comedy
Snow Dogs,99 min,5.2,29        ,26235,"81,172,560",Adventure
21,123 min,6.8,48        ,239055,"81,159,365",Crime
The Notebook,123 min,7.8,53        ,542836,"81,001,787",Drama
Jimmy Neutron: Boy Genius,82 min,6.0,65        ,32805,"80,936,232",Animation
Eat Pray Love,133 min,5.8,50        ,93362,"80,574,010",Biography
The Texas Chainsaw Massacre,98 min,6.2,38        ,135862,"80,571,655",Crime
Hustlers,110 min,6.3,79        ,91523,"80,553,967",Comedy
Zookeeper,102 min,5.2,30        ,59534,"80,360,843",Comedy
Alien vs. Predator,101 min,5.6,29        ,191133,"80,282,231",Action
What Happens in Vegas,99 min,6.1,36        ,170174,"80,277,646",Comedy
The Dukes of Hazzard,104 min,5.1,33        ,77429,"80,270,227",Comedy            
Saw III,108 min,6.2,48        ,186549,"80,238,724",Crime
Disturbia,105 min,6.8,62        ,229636,"80,209,692",Crime
Nacho Libre,92 min,5.8,52        ,84891,"80,197,993",Comedy
Jumper,88 min,6.1,35        ,296444,"80,172,128",Action
The Mummy,110 min,5.4,34        ,179957,"80,101,125",Action
Goosebumps,103 min,6.3,60        ,84911,"80,080,379",Adventure
Jack Reacher,130 min,7.0,50        ,322215,"80,070,736",Action
Cloverfield,85 min,7.0,64        ,384424,"80,048,433",Action
Dear John,108 min,6.3,43        ,144011,"80,014,842",Drama
Men in Black: International,114 min,5.6,38        ,123883,"80,001,807",Action
Knowing,121 min,6.2,41        ,227612,"79,957,634",Action
War Horse,146 min,7.2,72        ,152383,"79,884,879",Action
Dark Shadows,113 min,6.2,55        ,256045,"79,727,149",Comedy
Hannah Montana: The Movie,102 min,4.6,47        ,41282,"79,566,871",Comedy
The Day the Earth Stood Still,104 min,5.5,40        ,167063,"79,366,978",Drama
Limitless,105 min,7.4,59        ,546823,"79,249,455",Sci-Fi
The Purge: Election Year,108 min,6.0,55        ,95880,"79,213,375",Action
Pixels,105 min,5.5,27        ,137580,"78,747,585",Animation
A.I. Artificial Intelligence,146 min,7.2,65        ,299051,"78,616,689",Drama
We Were Soldiers,138 min,7.2,65        ,135753,"78,122,718",Action
Tower Heist,104 min,6.2,59        ,138843,"78,046,570",Action
The Monuments Men,118 min,6.1,52        ,128562,"78,031,620",Comedy
Man on Fire,146 min,7.7,47        ,346441,"77,911,774",Action
The Terminal,128 min,7.4,55        ,430534,"77,872,883",Comedy
Gangs of New York,167 min,7.5,72        ,421982,"77,812,000",Crime
The Adventures of Tintin,107 min,7.3,68        ,223846,"77,591,831",Animation
March of the Penguins,80 min,7.5,79        ,57214,"77,437,223",Documentary
Night School,111 min,5.6,43        ,38811,"77,339,130",Comedy            
Parental Guidance,105 min,6.0,36        ,25507,"77,267,296",Comedy
Where the Wild Things Are,101 min,6.7,71        ,102980,"77,233,467",Adventure
The A-Team,117 min,6.7,47        ,252729,"77,222,099",Action
U-571,116 min,6.6,62        ,80504,"77,086,030",Action
Dolittle,101 min,5.6,26        ,55690,"77,047,065",Adventure
Alice Through the Looking Glass,113 min,6.2,34        ,100649,"77,042,381",Adventure
27 Dresses,111 min,6.1,47        ,159142,"76,808,654",Comedy
Training Day,122 min,7.7,69        ,411462,"76,631,907",Crime
Rugrats in Paris,78 min,6.2,62        ,12031,"76,507,756",Animation
Knight and Day,109 min,6.3,46        ,187255,"76,423,035",Action
Paddington,95 min,7.3,77        ,105812,"76,271,832",Animation
Pete's Dragon,102 min,6.7,71        ,56484,"76,233,151",Action
The Ring Two,110 min,5.4,44        ,94057,"76,231,249",Horror
Constantine,121 min,7.0,50        ,323593,"75,976,178",Action
The Haunted Mansion,88 min,5.1,34        ,46846,"75,847,266",Comedy
The Family Man,125 min,6.8,42        ,106703,"75,793,305",Comedy
Barbershop,102 min,6.3,66        ,30616,"75,782,105",Comedy
The Intern,121 min,7.1,51        ,237779,"75,764,672",Comedy
Hellboy II: The Golden Army,120 min,7.0,78        ,263089,"75,754,670",Action
Contagion,106 min,6.8,70        ,293741,"75,658,097",Drama
"You, Me and Dupree",110 min,5.6,46        ,80201,"75,628,110",Comedy
We Bought a Zoo,124 min,7.1,58        ,139503,"75,624,550",Comedy
2 Guns,109 min,6.7,55        ,204544,"75,612,460",Action
Moneyball,133 min,7.6,87        ,393522,"75,605,492",Biography
The Rookie,127 min,6.9,72        ,33835,"75,600,072",Drama
Zombieland,88 min,7.6,73        ,544817,"75,590,286",Adventure
Old School,88 min,7.1,54        ,223274,"75,585,093",Comedy            
The Hitman's Bodyguard,118 min,6.9,47        ,214251,"75,468,583",Action
The Girl on the Train,112 min,6.5,48        ,179270,"75,395,035",Crime
Garfield,80 min,5.0,27        ,83113,"75,369,589",Animation
Ray,152 min,7.7,73        ,143329,"75,331,600",Biography
Coraline,100 min,7.7,80        ,210248,"75,286,229",Animation
The Exorcism of Emily Rose,119 min,6.7,46        ,124746,"75,072,454",Drama
Eragon,104 min,5.1,38        ,124379,"75,030,163",Action
Ladder 49,115 min,6.5,47        ,57164,"74,541,707",Action
Four Brothers,109 min,6.8,49        ,140294,"74,494,381",Action
No Country for Old Men,122 min,8.1,91        ,905882,"74,283,625",Crime
Alien: Covenant,122 min,6.4,65        ,266887,"74,262,031",Horror
Jack and Jill,91 min,3.3,23        ,81490,"74,158,157",Comedy            
Annabelle Comes Home,106 min,5.9,53        ,68110,"74,152,591",Horror
Sin City,124 min,8.0,74        ,751176,"74,103,820",Crime
Along Came a Spider,104 min,6.4,42        ,81655,"74,078,174",Drama
Captain Underpants: The First Epic Movie,89 min,6.2,69        ,26721,"73,921,000",Animation
Hugo,126 min,7.5,83        ,313875,"73,864,507",Drama
Christmas with the Kranks,99 min,5.4,22        ,45769,"73,780,539",Comedy
Monster House,91 min,6.6,68        ,109647,"73,661,010",Animation
Law Abiding Citizen,109 min,7.4,34        ,283341,"73,343,413",Action
Yesterday,116 min,6.8,55        ,139072,"73,286,650",Comedy
Spirit: Stallion of the Cimarron,83 min,7.2,52        ,71622,"73,280,117",Animation
Tyler Perry's a Madea Family Funeral,109 min,4.5,39        ,4195,"73,257,045",Comedy
Hollow Man,112 min,5.8,24        ,127757,"73,209,340",Action
Boo! A Madea Halloween,103 min,4.6,30        ,8188,"73,159,525",Comedy
White House Down,131 min,6.3,52        ,213928,"73,103,784",Action
John Carter,132 min,6.6,51        ,263538,"73,078,100",Action
Hotel for Dogs,100 min,5.4,51        ,22741,"73,034,460",Comedy
Dinner for Schmucks,114 min,5.9,56        ,104138,"73,026,337",Comedy            
Justin Bieber: Never Say Never,105 min,1.6,52        ,76155,"73,013,910",Documentary
Barnyard,90 min,5.6,42        ,29598,"72,779,000",Animation
Jackass Number Two,92 min,7.0,66        ,69808,"72,778,712",Documentary
The Interpreter,128 min,6.4,62        ,103448,"72,708,161",Crime
Hercules,98 min,6.0,47        ,151349,"72,688,614",Action
Storks,87 min,6.8,56        ,59437,"72,679,278",Animation
Bridge of Spies,142 min,7.6,81        ,299899,"72,313,754",Drama
Dolphin Tale,113 min,6.8,64        ,23472,"72,286,779",Drama
Vantage Point,90 min,6.6,40        ,147922,"72,266,306",Action
A Bad Moms Christmas,104 min,5.6,42        ,47277,"72,110,659",Comedy            
This Is It,111 min,7.2,67        ,39735,"72,091,016",Documentary
10 Cloverfield Lane,103 min,7.2,76        ,306858,"72,082,998",Action
Fred Claus,116 min,5.6,42        ,41642,"72,006,777",Comedy
1408,104 min,6.8,64        ,263123,"71,985,628",Fantasy
The Purge: Anarchy,103 min,6.4,50        ,146523,"71,962,800",Action
John Q,116 min,7.1,30        ,128945,"71,756,802",Crime
RV,99 min,5.5,33        ,58312,"71,726,025",Adventure
Mama,100 min,6.2,57        ,175052,"71,628,180",Fantasy
Bridget Jones's Diary,97 min,6.7,66        ,234901,"71,543,427",Comedy
Chocolat,121 min,7.2,64        ,184585,"71,509,363",Drama
Sideways,127 min,7.5,94        ,185721,"71,503,593",Comedy
"I Love You, Man",105 min,7.0,70        ,199339,"71,440,011",Comedy
Safe Haven,115 min,6.7,34        ,107945,"71,349,120",Drama
Scary Movie 2,83 min,5.3,29        ,155555,"71,308,997",Comedy            
The Spiderwick Chronicles,96 min,6.5,62        ,92294,"71,195,053",Action
The Score,124 min,6.8,71        ,125222,"71,069,884",Action
Paul Blart: Mall Cop 2,94 min,4.4,13        ,36096,"71,038,190",Action
The Smurfs 2,105 min,5.3,34        ,40267,"71,017,784",Animation
Shallow Hal,114 min,5.9,48        ,130742,"70,836,296",Comedy
White Chicks,109 min,5.7,41        ,138114,"70,831,760",Comedy
No Strings Attached,108 min,6.2,50        ,221784,"70,662,220",Comedy
The Best Man Holiday,123 min,6.7,59        ,15391,"70,525,195",Comedy
V for Vendetta,132 min,8.1,62        ,1070029,"70,511,035",Action
The Invisible Man,124 min,7.1,72        ,195518,"70,410,000",Drama
Shaft,99 min,6.0,50        ,75632,"70,334,258",Action
World Trade Center,129 min,5.9,66        ,81928,"70,278,893",Drama
Rocky Balboa,102 min,7.1,63        ,210230,"70,270,943",Action
The Big Short,130 min,7.8,81        ,393320,"70,259,870",Biography
Fool's Gold,112 min,5.7,29        ,76742,"70,231,041",Action
Big Momma's House 2,99 min,4.8,34        ,42326,"70,165,972",Comedy
The Golden Compass,113 min,6.1,51        ,183662,"70,107,728",Adventure
Kill Bill: Vol. 1,111 min,8.1,69        ,1051197,"70,099,045",Action
Act of Valor,110 min,6.5,40        ,67983,"70,012,847",Action
Seven Pounds,123 min,7.6,36        ,294609,"69,951,824",Drama            
Swordfish,99 min,6.5,32        ,182162,"69,772,969",Action
The Kid,104 min,6.1,45        ,41433,"69,691,949",Comedy
Divine Secrets of the Ya-Ya Sisterhood,116 min,6.1,48        ,19048,"69,599,016",Drama            
The First Purge,97 min,5.2,54        ,60363,"69,488,745",Action
Vertical Limit,124 min,5.9,48        ,60381,"69,243,859",Action
Game Night,100 min,6.9,66        ,220886,"69,179,066",Action
Good Boys,90 min,6.7,X,69242,"69,056,735",Adventure
Guess Who,105 min,5.9,49        ,41713,"68,915,888",Comedy
Sahara,124 min,6.0,41        ,95607,"68,671,925",Action
Book Club,104 min,6.1,53        ,27047,"68,566,296",Comedy
Percy Jackson: Sea of Monsters,106 min,5.8,39        ,114280,"68,559,554",Adventure
The House with a Clock in Its Walls,105 min,6.1,57        ,49186,"68,549,695",Comedy
Road Trip,93 min,6.4,55        ,163796,"68,540,777",Comedy            
Skyscraper,102 min,5.8,51        ,115081,"68,420,120",Action
Bring It on,98 min,6.1,52        ,92268,"68,379,000",Comedy
National Theatre Live: The Curious Incident of the Dog in the Night-Time,160 min,8.5,X,331,"68,321,433",Drama            
Obsessed,108 min,5.0,25        ,31375,"68,261,644",Drama
Mr. Popper's Penguins,94 min,6.0,53        ,92379,"68,224,452",Comedy
War Room,120 min,6.5,26        ,14409,"67,790,117",Drama            
Insidious: The Last Key,103 min,5.7,49        ,56813,"67,745,330",Horror
The Tourist,103 min,6.0,37        ,233409,"67,631,157",Action
This Is 40,134 min,6.2,59        ,133885,"67,544,505",Comedy
Holes,117 min,7.0,71        ,82822,"67,406,573",Adventure
Instant Family,118 min,7.3,57        ,99855,"67,363,237",Comedy
Insomnia,118 min,7.2,78        ,285265,"67,355,513",Drama
A Good Day to Die Hard,98 min,5.3,28        ,202731,"67,349,198",Action
Role Models,99 min,6.8,61        ,225610,"67,294,270",Comedy            
Hidalgo,136 min,6.7,54        ,79759,"67,286,731",Action
Lights Out,81 min,6.3,58        ,122596,"67,268,835",Drama
Coach Carter,136 min,7.3,57        ,137038,"67,264,877",Biography
Hacksaw Ridge,139 min,8.1,71        ,471505,"67,209,615",Biography
Race to Witch Mountain,98 min,5.7,52        ,57982,"67,172,594",Action
Angel Has Fallen,121 min,6.4,45        ,89438,"67,162,153",Action
The Bounty Hunter,110 min,5.6,22        ,124750,"67,061,228",Action
102 Dalmatians,100 min,4.9,35        ,36521,"66,957,026",Adventure
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",81 min,6.2,54        ,42761,"66,954,149",Comedy
Kangaroo Jack,89 min,4.4,16        ,30866,"66,934,963",Action
Changing Lanes,98 min,6.5,69        ,70298,"66,818,548",Drama
The Mexican,123 min,6.1,43        ,106378,"66,808,615",Adventure
Charlie Wilson's War,102 min,7.0,67        ,114825,"66,661,095",Biography
The Forgotten,91 min,5.8,43        ,65192,"66,641,205",Drama
Contraband,109 min,6.4,51        ,120244,"66,528,000",Action
Looper,113 min,7.4,84        ,552153,"66,486,205",Action
The Final Destination,82 min,5.2,30        ,101424,"66,477,700",Action
The League of Extraordinary Gentlemen,110 min,5.8,30        ,172471,"66,465,204",Action
Finding Forrester,136 min,7.3,62        ,84926,"66,400,000",Drama            
Warm Bodies,98 min,6.8,60        ,225432,"66,380,662",Comedy
Big Fish,125 min,8.0,58        ,428406,"66,257,002",Adventure
Kill Bill: Vol. 2,137 min,8.0,83        ,716894,"66,208,183",Action
Allegiant,120 min,5.7,33        ,115470,"66,184,051",Action
Herbie Fully Loaded,101 min,4.8,47        ,46675,"66,023,816",Adventure
Magic Mike XXL,115 min,5.6,60        ,54307,"66,013,057",Comedy
The Manchurian Candidate,129 min,6.6,76        ,108174,"65,955,630",Drama
X-Men: Dark Phoenix,113 min,5.7,43        ,171199,"65,845,974",Action
Lara Croft Tomb Raider: The Cradle of Life,117 min,5.6,43        ,135254,"65,660,196",Action
Madea's Witness Protection,114 min,4.9,42        ,10572,"65,653,242",Comedy
The Taking of Pelham 123,106 min,6.4,55        ,192055,"65,452,312",Action
Battleship,131 min,5.8,41        ,242020,"65,422,625",Action
Step Up,104 min,6.5,48        ,114545,"65,328,121",Crime
Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,74 min,2.6,59        ,11973,"65,281,781",Documentary
The Amityville Horror,90 min,6.0,33        ,109291,"65,233,369",Horror            
The Visit,94 min,6.2,55        ,123059,"65,206,105",Horror
Jack the Giant Slayer,114 min,6.2,51        ,135043,"65,187,603",Animation
Think Like a Man Too,106 min,5.8,38        ,20493,"65,182,182",Comedy
Barbershop 2: Back in Business,106 min,5.7,59        ,14661,"65,111,277",Comedy
Now You See Me 2,129 min,6.5,46        ,267225,"65,075,540",Action
About Schmidt,125 min,7.1,85        ,126605,"65,016,287",Comedy
Exodus: Gods and Kings,150 min,6.0,52        ,164125,"65,014,513",Action
Friday the 13th,97 min,5.5,34        ,102812,"65,002,019",Horror
Pitch Perfect,112 min,7.1,66        ,290738,"65,001,093",Comedy
Stuart Little 2,77 min,5.5,66        ,52540,"64,956,806",Animation
Mirror Mirror,106 min,5.6,46        ,86262,"64,935,167",Adventure
Flushed Away,85 min,6.6,74        ,119343,"64,665,672",Animation
Chronicle,84 min,7.0,69        ,245311,"64,575,175",Action
A Dog's Purpose,100 min,7.2,43        ,69123,"64,508,620",Adventure
The Happening,91 min,5.0,34        ,201854,"64,506,874",Drama
The Purge,85 min,5.7,41        ,213542,"64,473,115",Horror
The Wedding Ringer,101 min,6.6,35        ,73627,"64,460,211",Comedy            
Miracle,135 min,7.5,68        ,51899,"64,378,093",Biography
Jackass: The Movie,87 min,6.6,42        ,86432,"64,255,312",Documentary
The Nut Job,85 min,5.7,37        ,27694,"64,251,541",Animation
Down to Earth,87 min,5.5,32        ,23468,"64,186,502",Comedy
17 Again,102 min,6.4,48        ,190289,"64,167,069",Comedy
Ice Age: Collision Course,94 min,5.7,34        ,61351,"64,063,008",Animation
Deja Vu,126 min,7.1,59        ,301558,"64,038,616",Action
Happy Feet Two,100 min,5.9,50        ,43415,"64,006,466",Animation
Diary of a Wimpy Kid,120 min,6.2,56        ,46226,"64,003,625",Comedy
Sky High,100 min,6.2,62        ,83403,"63,946,815",Adventure
Last Vegas,105 min,6.6,48        ,130769,"63,914,167",Comedy
Mona Lisa Smile,117 min,6.5,45        ,79896,"63,860,942",Drama            
The Shape of Water,123 min,7.3,87        ,395157,"63,859,435",Adventure
Unknown,113 min,6.8,56        ,256033,"63,686,397",Action
Hope Springs,100 min,6.3,65        ,41990,"63,536,011",Comedy
Miami Vice,132 min,6.0,66        ,113936,"63,450,470",Action
The Time Traveler's Wife,107 min,7.1,47        ,145775,"63,414,846",Comedy
Madea's Family Reunion,107 min,5.3,45        ,11129,"63,318,000",Comedy
Saw IV,93 min,5.9,36        ,146119,"63,300,095",Crime
The Holiday,136 min,6.9,52        ,262765,"63,224,849",Comedy
Forgetting Sarah Marshall,111 min,7.1,67        ,274283,"63,172,463",Comedy
The Sorcerer's Apprentice,109 min,6.1,46        ,157648,"63,150,991",Action
A Nightmare on Elm Street,95 min,5.2,35        ,96643,"63,075,011",Crime
The Boss,99 min,5.4,40        ,44294,"63,034,755",Comedy            
The Last Song,107 min,6.0,33        ,84688,"62,950,384",Drama
Scary Stories to Tell in the Dark,108 min,6.2,61        ,69263,"62,739,086",Adventure
London Has Fallen,99 min,5.9,28        ,151871,"62,678,608",Action
Jarhead,125 min,7.0,58        ,182306,"62,658,220",Action
Black Mass,123 min,6.9,68        ,174031,"62,575,678",Biography
The Fast and the Furious: Tokyo Drift,104 min,6.0,45        ,258350,"62,514,415",Action
The Adjustment Bureau,106 min,7.0,60        ,251335,"62,495,645",Romance
The Call of the Wild,100 min,6.8,47        ,44335,"62,342,368",Adventure
Underworld: Awakening,88 min,6.3,39        ,150448,"62,321,039",Action
Underworld: Evolution,106 min,6.7,36        ,195098,"62,318,875",Action
Terminator: Dark Fate,128 min,6.2,54        ,163946,"62,253,077",Action
Bewitched,102 min,4.8,34        ,71087,"62,252,415",Comedy
The Wolfman,103 min,5.8,43        ,105036,"61,979,680",Drama
Ender's Game,114 min,6.6,51        ,231820,"61,737,191",Action
A Beautiful Day in the Neighborhood,109 min,7.3,80        ,70322,"61,704,055",Biography
Miracles from Heaven,109 min,7.1,44        ,24042,"61,693,523",Biography
Cinderella Man,144 min,8.0,69        ,181928,"61,649,911",Biography
Onward,102 min,7.4,61        ,127496,"61,555,145",Animation
Deepwater Horizon,107 min,7.1,68        ,160970,"61,433,527",Action
Stomp the Yard,115 min,5.5,44        ,25335,"61,356,221",Drama
Rules of Engagement,128 min,6.4,45        ,46305,"61,335,230",Drama
The Cell,107 min,6.4,40        ,99842,"61,334,059",Crime
Friday Night Lights,118 min,7.2,70        ,61386,"61,255,921",Action
The Shaggy Dog,98 min,4.4,43        ,18872,"61,123,569",Comedy
Prisoners,153 min,8.1,70        ,643429,"61,002,302",Crime
Get Him to the Greek,109 min,6.3,65        ,174093,"60,974,475",Comedy
Mission to Mars,114 min,5.7,34        ,72159,"60,883,407",Adventure
Coyote Ugly,100 min,5.7,27        ,111057,"60,786,269",Comedy
God's Not Dead,113 min,4.7,16        ,41926,"60,755,732",Drama            
Abominable,97 min,7.0,61        ,34475,"60,716,390",Animation
Poseidon,98 min,5.7,50        ,101810,"60,674,817",Action
After Earth,100 min,4.8,33        ,196693,"60,522,097",Action
Shanghai Knights,114 min,6.2,58        ,103451,"60,476,872",Action
The Lucky One,101 min,6.5,39        ,104830,"60,457,138",Drama
The Wedding Planner,103 min,5.3,33        ,79028,"60,400,856",Comedy
Burn After Reading,96 min,7.0,63        ,321584,"60,355,347",Comedy
Why Him?,111 min,6.2,39        ,106730,"60,323,786",Comedy            
Blockers,102 min,6.2,69        ,75813,"60,311,495",Comedy            
Baby Mama,99 min,6.0,55        ,43811,"60,269,340",Comedy
Resident Evil: Afterlife,96 min,5.8,37        ,166790,"60,128,566",Action
Why Did I Get Married Too?,121 min,4.7,43        ,9486,"60,095,852",Comedy
The Family Stone,103 min,6.3,56        ,64099,"60,062,868",Comedy
Bad Santa,92 min,7.0,70        ,138316,"60,060,328",Comedy
Brüno,81 min,5.8,54        ,146912,"60,054,530",Comedy            
Tooth Fairy,101 min,5.0,36        ,44603,"60,022,256",Comedy
Snow Day,89 min,5.1,34        ,12102,"60,020,107",Adventure
The Good Shepherd,167 min,6.7,61        ,101037,"59,952,835",Drama
Little Miss Sunshine,101 min,7.8,80        ,456310,"59,891,098",Comedy
Pacific Rim: Uprising,111 min,5.6,44        ,111855,"59,874,525",Action
The Benchwarmers,85 min,5.5,25        ,49789,"59,843,754",Comedy
Secretariat,123 min,7.2,61        ,27632,"59,713,955",Biography
Son of God,138 min,5.7,37        ,18733,"59,700,064",Biography
Love Actually,135 min,7.6,55        ,449026,"59,696,144",Comedy
Gothika,98 min,5.8,38        ,110559,"59,694,580",Horror
My Big Fat Greek Wedding 2,94 min,6.0,37        ,29646,"59,689,605",Comedy
The Dictator,83 min,6.4,58        ,290663,"59,650,222",Comedy            
